"predicate_id","predicate_kind","observation_text","predicate_classes","side_binding","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","evaluation_contract","observability","implementation_status","base_edge_ids","status"
"OPR-141","OBSERVATION","bottom維持","PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-SWEEP-FRONTRUN-LIQUIDITY-TARGET-001::E03","UNVALIDATED"
"OPR-142","OBSERVATION","upper offer liquidityへ移動","LIQUIDITY_STACK_REBUILD","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-SWEEP-FRONTRUN-LIQUIDITY-TARGET-001::E05","UNVALIDATED"
"OPR-143","OBSERVATION","balance range","BALANCE_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SYMMETRIC","CD-G02-017 CD-G02-018 CD-G11-013 CD-G11-014","balance_regime compression_regime profile_balance_score_session profile_balance_score_rolling_1h","CD-G02-019","expansion_regime","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-FA-RANGE-BREAK-RETURN-001::E01","UNVALIDATED"
"OPR-144","OBSERVATION","boundary break","BREAK_ATTEMPT LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED VARIANT_LOCATION","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE VARIANT_LOCATION_SELECTOR","PAT-FA-RANGE-BREAK-RETURN-001::E02","UNVALIDATED"
"OPR-145","OBSERVATION","sustained participation欠如","BREAKOUT_FAILURE TAPE_PARTICIPATION","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038 CD-G04-015 CD-G08-002 CD-G08-005 CD-G08-026 CD-G08-029","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s trade_rate_percentile_1m buy_market_volume_1s buy_trade_count_1s sell_market_volume_1s sell_trade_count_1s","CD-G16-021 CD-G16-022 CD-G04-015","upside_breakout_follow_through downside_breakout_follow_through trade_rate_percentile_1m","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-FA-RANGE-BREAK-RETURN-001::E03","UNVALIDATED"
"OPR-146","OBSERVATION","supporting liquidity不形成","LIQUIDITY_STACK_REBUILD","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-FA-RANGE-BREAK-RETURN-001::E04","UNVALIDATED"
"OPR-147","OBSERVATION","selected extreme break","BREAK_ATTEMPT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-FA-EXTREME-HVN-FLICKBACK-001::E01","UNVALIDATED"
"OPR-148","OBSERVATION","outsideでsmall HVN形成","PROFILE_AUCTION","DYNAMIC_FROM_PATTERN_CONTEXT","REFERENCE_SIDE_RESOLVED","CD-G11-001 CD-G11-007 CD-G11-009 CD-G11-017 CD-G11-019 CD-G11-029 CD-G11-031","point_of_control_distance_session high_volume_node_distance_session low_volume_node_distance_session poc_migration_session value_area_migration_session acceptance_above_value_session acceptance_below_value_session","CD-G11-017 CD-G11-019","poc_migration_session value_area_migration_session","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-027 CD-G01-028","trade_event_fresh exchange_clock_aligned event_order_monotonic window_complete baseline_sample_sufficient","ALL predicate classes true using fresh evidence strictly after prior transition","DERIVED","DERIVED_EVALUATOR_REQUIRED","PAT-FA-EXTREME-HVN-FLICKBACK-001::E02","UNVALIDATED"
"OPR-149","OBSERVATION","priceが先へ進めない","PRICE_STALL","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G09-026 CD-G09-030 CD-G16-033 CD-G16-034","buy_no_progress_ratio_1s sell_no_progress_ratio_1s buy_momentum_fading sell_momentum_fading","CD-G09-002 CD-G09-006","upward_progress_ticks_1s downward_progress_ticks_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","DERIVED_EVALUATOR_REQUIRED","PAT-FA-EXTREME-HVN-FLICKBACK-001::E03","UNVALIDATED"
"OPR-150","OBSERVATION","range側へflick","RECLAIM_RETURN","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038","reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-017 CD-G16-018","acceptance_above_reference acceptance_below_reference","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-FA-EXTREME-HVN-FLICKBACK-001::E04","UNVALIDATED"
"OPR-151","OBSERVATION","LVNを後方へ残す","PROFILE_AUCTION","DYNAMIC_FROM_PATTERN_CONTEXT","REFERENCE_SIDE_RESOLVED","CD-G11-001 CD-G11-007 CD-G11-009 CD-G11-017 CD-G11-019 CD-G11-029 CD-G11-031","point_of_control_distance_session high_volume_node_distance_session low_volume_node_distance_session poc_migration_session value_area_migration_session acceptance_above_value_session acceptance_below_value_session","CD-G11-017 CD-G11-019","poc_migration_session value_area_migration_session","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-027 CD-G01-028","trade_event_fresh exchange_clock_aligned event_order_monotonic window_complete baseline_sample_sufficient","ALL predicate classes true using fresh evidence strictly after prior transition","DERIVED","DERIVED_EVALUATOR_REQUIRED","PAT-FA-EXTREME-HVN-FLICKBACK-001::E05","UNVALIDATED"
"OPR-152","OBSERVATION","extreme tail","AUCTION_EXCESS","DYNAMIC_FROM_PATTERN_CONTEXT","REFERENCE_SIDE_RESOLVED","CD-G11-021 CD-G11-023 CD-G11-025 CD-G11-027","excess_high_score_session excess_low_score_session poor_high_score_session poor_low_score_session","CD-G11-029 CD-G11-031","acceptance_above_value_session acceptance_below_value_session","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DERIVED","DERIVED_EVALUATOR_REQUIRED","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001::E01","UNVALIDATED"
"OPR-153","OBSERVATION","tail上／下でtight range保持","BALANCE_CONTEXT PRICE_ACCEPTANCE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED SYMMETRIC","CD-G02-017 CD-G02-018 CD-G11-013 CD-G11-014 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031","balance_regime compression_regime profile_balance_score_session profile_balance_score_rolling_1h acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session","CD-G02-019 CD-G16-023 CD-G16-024","expansion_regime upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001::E02","UNVALIDATED"
"OPR-154","OBSERVATION","trend方向へ再break試行","BREAK_ATTEMPT TREND_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006 CD-G02-016 CD-G02-023 CD-G16-040 CD-G16-041","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s trend_regime regime_age directional_flow_resumed_up directional_flow_resumed_down","CD-G16-023 CD-G16-024 CD-G02-017","upside_breakout_failure downside_breakout_failure balance_regime","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001::E03","UNVALIDATED"
"OPR-155","OBSERVATION","直ちにrange内へ戻る","RECLAIM_RETURN","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038","reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-017 CD-G16-018","acceptance_above_reference acceptance_below_reference","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001::E04","UNVALIDATED"
"OPR-156","OBSERVATION","opposite jump","TAPE_AGGRESSION","TERMINAL_SIDE","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001::E05","UNVALIDATED"
"OPR-157","OBSERVATION","unfinished auction at extreme","AUCTION_EXCESS","DYNAMIC_FROM_PATTERN_CONTEXT","REFERENCE_SIDE_RESOLVED","CD-G11-021 CD-G11-023 CD-G11-025 CD-G11-027","excess_high_score_session excess_low_score_session poor_high_score_session poor_low_score_session","CD-G11-029 CD-G11-031","acceptance_above_value_session acceptance_below_value_session","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DERIVED","DERIVED_EVALUATOR_REQUIRED","PAT-FA-UNFINISHED-DRYUP-REVERSAL-001::E02","UNVALIDATED"
"OPR-158","OBSERVATION","initiator volume dry-up","TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION","OBSERVED_INITIATOR_SIDE","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002 CD-G16-007 CD-G16-008 CD-G16-033 CD-G16-034 CD-G10-014 CD-G04-015 CD-G08-005 CD-G08-029","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s buyer_fade_active seller_fade_active buy_momentum_fading sell_momentum_fading delta_acceleration_5s trade_rate_percentile_1m buy_trade_count_1s sell_trade_count_1s","CD-G16-007 CD-G16-008 CD-G16-009 CD-G16-010 CD-G04-015","buyer_fade_active seller_fade_active buyers_jump_in sellers_jump_in trade_rate_percentile_1m","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-FA-UNFINISHED-DRYUP-REVERSAL-001::E03","UNVALIDATED"
"OPR-159","OBSERVATION","opposite side advance","PRICE_PROGRESS","TERMINAL_SIDE","SIDE_RESOLVED","CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022","upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through","CD-G09-026 CD-G09-030","buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-FA-UNFINISHED-DRYUP-REVERSAL-001::E04","UNVALIDATED"
"OPR-160","OBSERVATION","price reversal","PRICE_REVERSAL","TERMINAL_SIDE","SIDE_RESOLVED","CD-G09-034 CD-G09-038 CD-G16-015 CD-G16-016 CD-G16-040 CD-G16-041","reversion_from_window_high_1s reversion_from_window_low_1s high_rejection_active low_rejection_active directional_flow_resumed_up directional_flow_resumed_down","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-FA-UNFINISHED-DRYUP-REVERSAL-001::E05 PAT-PS-WALL-PULL-FRAGILITY-001::E06","UNVALIDATED"
"OPR-161","OBSERVATION","event impulse","EVENT_REACTION","DYNAMIC_FROM_PATTERN_CONTEXT","DYNAMIC_FROM_EVENT","CD-G02-014 CD-G02-015 CD-G08-002 CD-G08-026","scheduled_macro_event_proximity post_news_cooldown_state buy_market_volume_1s sell_market_volume_1s","CD-G02-015","post_news_cooldown_state","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","LIMITED","EXT_CALENDAR_REQUIRED","PAT-FA-EVENT-NO-VALUE-MIGRATION-001::E01","UNVALIDATED"
"OPR-162","OBSERVATION","breakout","BREAK_ATTEMPT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-019 CD-G16-020 CD-G09-002 CD-G09-006","upside_breakout_attempt downside_breakout_attempt upward_progress_ticks_1s downward_progress_ticks_1s","CD-G16-023 CD-G16-024","upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-FA-EVENT-NO-VALUE-MIGRATION-001::E02 PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E01","UNVALIDATED"
"OPR-163","OBSERVATION","sustained volume欠如","BREAKOUT_FAILURE TAPE_PARTICIPATION","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038 CD-G04-015 CD-G08-002 CD-G08-005 CD-G08-026 CD-G08-029","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s trade_rate_percentile_1m buy_market_volume_1s buy_trade_count_1s sell_market_volume_1s sell_trade_count_1s","CD-G16-021 CD-G16-022 CD-G04-015","upside_breakout_follow_through downside_breakout_follow_through trade_rate_percentile_1m","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-FA-EVENT-NO-VALUE-MIGRATION-001::E03","UNVALIDATED"
"OPR-164","OBSERVATION","liquidity support欠如","LIQUIDITY_STACK_REBUILD","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-FA-EVENT-NO-VALUE-MIGRATION-001::E04","UNVALIDATED"
"OPR-165","OBSERVATION","new value不形成","BREAKOUT_FAILURE PROFILE_AUCTION","DYNAMIC_FROM_PATTERN_CONTEXT","REFERENCE_SIDE_RESOLVED SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038 CD-G11-001 CD-G11-007 CD-G11-009 CD-G11-017 CD-G11-019 CD-G11-029 CD-G11-031","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s point_of_control_distance_session high_volume_node_distance_session low_volume_node_distance_session poc_migration_session value_area_migration_session acceptance_above_value_session acceptance_below_value_session","CD-G16-021 CD-G16-022 CD-G11-017 CD-G11-019","upside_breakout_follow_through downside_breakout_follow_through poc_migration_session value_area_migration_session","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-028","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic baseline_sample_sufficient","ALL predicate classes true using fresh evidence strictly after prior transition","DERIVED HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-FA-EVENT-NO-VALUE-MIGRATION-001::E05","UNVALIDATED"
"OPR-166","OBSERVATION","old range復帰","RECLAIM_RETURN","TERMINAL_SIDE","SIDE_RESOLVED","CD-G16-025 CD-G16-026 CD-G09-034 CD-G09-038","reclaim_above_reference reclaim_below_reference reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-017 CD-G16-018","acceptance_above_reference acceptance_below_reference","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-FA-EVENT-NO-VALUE-MIGRATION-001::E06","UNVALIDATED"
"OPR-167","OBSERVATION","long-side context","TREND_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G02-016 CD-G02-023 CD-G16-040 CD-G16-041 CD-G09-002 CD-G09-006","trend_regime regime_age directional_flow_resumed_up directional_flow_resumed_down upward_progress_ticks_1s downward_progress_ticks_1s","CD-G02-017","balance_regime","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","DERIVED_EVALUATOR_REQUIRED","PAT-PS-BID-PULL-ASK-STACK-001::E01","UNVALIDATED"
"OPR-168","OBSERVATION","bidsがprice接近時にpull","LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD LOCATION_CONTEXT","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED VARIANT_LOCATION","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-017 CD-G07-041 CD-G07-014 CD-G07-038","bid_stack_ratio_1s ask_stack_ratio_1s bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027 CD-G01-005","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete trade_event_fresh","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED VARIANT_LOCATION_SELECTOR","PAT-PS-BID-PULL-ASK-STACK-001::E02","UNVALIDATED"
"OPR-169","OBSERVATION","offers stack","LIQUIDITY_STACK_REBUILD","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-BID-PULL-ASK-STACK-001::E03","UNVALIDATED"
