"variant_id","variant_name","base_pattern_id","strategy_family_id","terminal_direction","location_code","location_name","location_orientation","location_condition_ids","location_condition_keys","location_availability","confirmation_policy","confirmation_profile","expiry_class","observability","provenance","inherited_provenance","inherited_source_ids","status"
"VAR-ICE-SECOND-ATTEMPT-DEPLETION-SHORT-PREVIOUS_DAY_EXTREME-001","Iceberg Breakout / Second Attempt / Absorber Exhaustion / SHORT / Previous Day Low","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001","STR-ICEBERG-BREAKOUT","SHORT","PREVIOUS_DAY_EXTREME","Previous Day Low","BREAKOUT_BARRIER","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Second Attempt / Absorber Exhaustion","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S05","UNVALIDATED"
"VAR-ICE-SECOND-ATTEMPT-DEPLETION-SHORT-ROLLING_5M_EXTREME-001","Iceberg Breakout / Second Attempt / Absorber Exhaustion / SHORT / Rolling 5m Low","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001","STR-ICEBERG-BREAKOUT","SHORT","ROLLING_5M_EXTREME","Rolling 5m Low","BREAKOUT_BARRIER","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Second Attempt / Absorber Exhaustion","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S05","UNVALIDATED"
"VAR-ICE-SECOND-ATTEMPT-DEPLETION-SHORT-VISIBLE_BOOK_WALL-001","Iceberg Breakout / Second Attempt / Absorber Exhaustion / SHORT / Visible Bid Wall","PAT-ICE-SECOND-ATTEMPT-DEPLETION-001","STR-ICEBERG-BREAKOUT","SHORT","VISIBLE_BOOK_WALL","Visible Bid Wall","BREAKOUT_BARRIER","CD-G06-029 CD-G06-030","bid_wall_concentration_top10 distance_to_nearest_bid_wall","AVAILABLE","BASE_CANONICAL_ONLY","Second Attempt / Absorber Exhaustion","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S05","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-LONG-SESSION_EXTREME-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / LONG / Session High","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","LONG","SESSION_EXTREME","Session High","BREAKOUT_BARRIER","CD-G03-011 CD-G03-012","distance_to_session_high relation_to_session_high","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-LONG-PREVIOUS_DAY_EXTREME-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / LONG / Previous Day High","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","LONG","PREVIOUS_DAY_EXTREME","Previous Day High","BREAKOUT_BARRIER","CD-G03-015 CD-G03-016","distance_to_previous_day_high relation_to_previous_day_high","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-LONG-ROLLING_5M_EXTREME-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / LONG / Rolling 5m High","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","LONG","ROLLING_5M_EXTREME","Rolling 5m High","BREAKOUT_BARRIER","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-LONG-VISIBLE_BOOK_WALL-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / LONG / Visible Ask Wall","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","LONG","VISIBLE_BOOK_WALL","Visible Ask Wall","BREAKOUT_BARRIER","CD-G06-031 CD-G06-032","ask_wall_concentration_top10 distance_to_nearest_ask_wall","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-SHORT-SESSION_EXTREME-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / SHORT / Session Low","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","SHORT","SESSION_EXTREME","Session Low","BREAKOUT_BARRIER","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-SHORT-PREVIOUS_DAY_EXTREME-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / SHORT / Previous Day Low","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","SHORT","PREVIOUS_DAY_EXTREME","Previous Day Low","BREAKOUT_BARRIER","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-SHORT-ROLLING_5M_EXTREME-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / SHORT / Rolling 5m Low","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","SHORT","ROLLING_5M_EXTREME","Rolling 5m Low","BREAKOUT_BARRIER","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-ICE-BREAK-STOPS-ACCEPT-SHORT-VISIBLE_BOOK_WALL-001","Iceberg Breakout / Wall Break / Stops / New-Level Acceptance / SHORT / Visible Bid Wall","PAT-ICE-BREAK-STOPS-ACCEPT-001","STR-ICEBERG-BREAKOUT","SHORT","VISIBLE_BOOK_WALL","Visible Bid Wall","BREAKOUT_BARRIER","CD-G06-029 CD-G06-030","bid_wall_concentration_top10 distance_to_nearest_bid_wall","AVAILABLE","BASE_CANONICAL_ONLY","Wall Break / Stops / New-Level Acceptance","BREAK_ACCEPT","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S20 S21","UNVALIDATED"
"VAR-SWEEP-HIGH-ABSORB-SNAPBACK-SHORT-SESSION_EXTREME-001","Liquidity Sweep / High Stop Run / Sell Absorption / Snapback / SHORT / Session High","PAT-SWEEP-HIGH-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","SHORT","SESSION_EXTREME","Session High","REVERSAL_EDGE","CD-G03-011 CD-G03-012","distance_to_session_high relation_to_session_high","AVAILABLE","BASE_CANONICAL_ONLY","High Stop Run / Sell Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S20","UNVALIDATED"
"VAR-SWEEP-HIGH-ABSORB-SNAPBACK-SHORT-PREVIOUS_DAY_EXTREME-001","Liquidity Sweep / High Stop Run / Sell Absorption / Snapback / SHORT / Previous Day High","PAT-SWEEP-HIGH-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","SHORT","PREVIOUS_DAY_EXTREME","Previous Day High","REVERSAL_EDGE","CD-G03-015 CD-G03-016","distance_to_previous_day_high relation_to_previous_day_high","AVAILABLE","BASE_CANONICAL_ONLY","High Stop Run / Sell Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S20","UNVALIDATED"
"VAR-SWEEP-HIGH-ABSORB-SNAPBACK-SHORT-ROLLING_5M_EXTREME-001","Liquidity Sweep / High Stop Run / Sell Absorption / Snapback / SHORT / Rolling 5m High","PAT-SWEEP-HIGH-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","SHORT","ROLLING_5M_EXTREME","Rolling 5m High","REVERSAL_EDGE","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","AVAILABLE","BASE_CANONICAL_ONLY","High Stop Run / Sell Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S20","UNVALIDATED"
"VAR-SWEEP-HIGH-ABSORB-SNAPBACK-SHORT-VALUE_AREA_EDGE-001","Liquidity Sweep / High Stop Run / Sell Absorption / Snapback / SHORT / Value Area High","PAT-SWEEP-HIGH-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","SHORT","VALUE_AREA_EDGE","Value Area High","REVERSAL_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","High Stop Run / Sell Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S20","UNVALIDATED"
"VAR-SWEEP-HIGH-ABSORB-SNAPBACK-SHORT-VISIBLE_BOOK_WALL-001","Liquidity Sweep / High Stop Run / Sell Absorption / Snapback / SHORT / Visible Ask Wall","PAT-SWEEP-HIGH-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","SHORT","VISIBLE_BOOK_WALL","Visible Ask Wall","REVERSAL_EDGE","CD-G06-031 CD-G06-032","ask_wall_concentration_top10 distance_to_nearest_ask_wall","AVAILABLE","BASE_CANONICAL_ONLY","High Stop Run / Sell Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S20","UNVALIDATED"
"VAR-SWEEP-LOW-ABSORB-SNAPBACK-LONG-SESSION_EXTREME-001","Liquidity Sweep / Low Stop Run / Buy Absorption / Snapback / LONG / Session Low","PAT-SWEEP-LOW-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Low Stop Run / Buy Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S23","UNVALIDATED"
"VAR-SWEEP-LOW-ABSORB-SNAPBACK-LONG-PREVIOUS_DAY_EXTREME-001","Liquidity Sweep / Low Stop Run / Buy Absorption / Snapback / LONG / Previous Day Low","PAT-SWEEP-LOW-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","LONG","PREVIOUS_DAY_EXTREME","Previous Day Low","REVERSAL_EDGE","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Low Stop Run / Buy Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S23","UNVALIDATED"
"VAR-SWEEP-LOW-ABSORB-SNAPBACK-LONG-ROLLING_5M_EXTREME-001","Liquidity Sweep / Low Stop Run / Buy Absorption / Snapback / LONG / Rolling 5m Low","PAT-SWEEP-LOW-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","REVERSAL_EDGE","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Low Stop Run / Buy Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S23","UNVALIDATED"
"VAR-SWEEP-LOW-ABSORB-SNAPBACK-LONG-VALUE_AREA_EDGE-001","Liquidity Sweep / Low Stop Run / Buy Absorption / Snapback / LONG / Value Area Low","PAT-SWEEP-LOW-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","LONG","VALUE_AREA_EDGE","Value Area Low","REVERSAL_EDGE","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Low Stop Run / Buy Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S23","UNVALIDATED"
"VAR-SWEEP-LOW-ABSORB-SNAPBACK-LONG-VISIBLE_BOOK_WALL-001","Liquidity Sweep / Low Stop Run / Buy Absorption / Snapback / LONG / Visible Bid Wall","PAT-SWEEP-LOW-ABSORB-SNAPBACK-001","STR-LIQUIDITY-SWEEP","LONG","VISIBLE_BOOK_WALL","Visible Bid Wall","REVERSAL_EDGE","CD-G06-029 CD-G06-030","bid_wall_concentration_top10 distance_to_nearest_bid_wall","AVAILABLE","BASE_CANONICAL_ONLY","Low Stop Run / Buy Absorption / Snapback","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S18 S23","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-LONG-SESSION_EXTREME-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / LONG / Session Low","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-LONG-PREVIOUS_DAY_EXTREME-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / LONG / Previous Day Low","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","LONG","PREVIOUS_DAY_EXTREME","Previous Day Low","REVERSAL_EDGE","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-LONG-ROLLING_5M_EXTREME-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / LONG / Rolling 5m Low","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","REVERSAL_EDGE","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-LONG-VALUE_AREA_EDGE-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / LONG / Value Area Low","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","LONG","VALUE_AREA_EDGE","Value Area Low","REVERSAL_EDGE","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-LONG-VISIBLE_BOOK_WALL-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / LONG / Visible Bid Wall","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","LONG","VISIBLE_BOOK_WALL","Visible Bid Wall","REVERSAL_EDGE","CD-G06-029 CD-G06-030","bid_wall_concentration_top10 distance_to_nearest_bid_wall","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-SHORT-SESSION_EXTREME-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / SHORT / Session High","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","SHORT","SESSION_EXTREME","Session High","REVERSAL_EDGE","CD-G03-011 CD-G03-012","distance_to_session_high relation_to_session_high","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-SHORT-PREVIOUS_DAY_EXTREME-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / SHORT / Previous Day High","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","SHORT","PREVIOUS_DAY_EXTREME","Previous Day High","REVERSAL_EDGE","CD-G03-015 CD-G03-016","distance_to_previous_day_high relation_to_previous_day_high","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-SHORT-ROLLING_5M_EXTREME-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / SHORT / Rolling 5m High","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","SHORT","ROLLING_5M_EXTREME","Rolling 5m High","REVERSAL_EDGE","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-SHORT-VALUE_AREA_EDGE-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / SHORT / Value Area High","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","SHORT","VALUE_AREA_EDGE","Value Area High","REVERSAL_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-ICEBERG-DRYUP-SHORT-VISIBLE_BOOK_WALL-001","Liquidity Sweep / Stops into Iceberg / Aggressor Dry-Up / SHORT / Visible Ask Wall","PAT-SWEEP-ICEBERG-DRYUP-001","STR-LIQUIDITY-SWEEP","SHORT","VISIBLE_BOOK_WALL","Visible Ask Wall","REVERSAL_EDGE","CD-G06-031 CD-G06-032","ask_wall_concentration_top10 distance_to_nearest_ask_wall","AVAILABLE","BASE_CANONICAL_ONLY","Stops into Iceberg / Aggressor Dry-Up","REACTION","INFERRED","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S17","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-LONG-SESSION_EXTREME-001","Liquidity Sweep / Quick Range Return / Trapped Traders / LONG / Session Low","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-LONG-PREVIOUS_DAY_EXTREME-001","Liquidity Sweep / Quick Range Return / Trapped Traders / LONG / Previous Day Low","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","LONG","PREVIOUS_DAY_EXTREME","Previous Day Low","REVERSAL_EDGE","CD-G03-017 CD-G03-018","distance_to_previous_day_low relation_to_previous_day_low","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-LONG-ROLLING_5M_EXTREME-001","Liquidity Sweep / Quick Range Return / Trapped Traders / LONG / Rolling 5m Low","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","LONG","ROLLING_5M_EXTREME","Rolling 5m Low","REVERSAL_EDGE","CD-G03-027 CD-G03-028","distance_to_rolling_5m_low relation_to_rolling_5m_low","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-LONG-VALUE_AREA_EDGE-001","Liquidity Sweep / Quick Range Return / Trapped Traders / LONG / Value Area Low","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","LONG","VALUE_AREA_EDGE","Value Area Low","REVERSAL_EDGE","CD-G03-045 CD-G03-046 CD-G11-005 CD-G11-006","distance_to_profile_val relation_to_profile_val value_area_low_distance_session value_area_low_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-LONG-VISIBLE_BOOK_WALL-001","Liquidity Sweep / Quick Range Return / Trapped Traders / LONG / Visible Bid Wall","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","LONG","VISIBLE_BOOK_WALL","Visible Bid Wall","REVERSAL_EDGE","CD-G06-029 CD-G06-030","bid_wall_concentration_top10 distance_to_nearest_bid_wall","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-SHORT-SESSION_EXTREME-001","Liquidity Sweep / Quick Range Return / Trapped Traders / SHORT / Session High","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","SHORT","SESSION_EXTREME","Session High","REVERSAL_EDGE","CD-G03-011 CD-G03-012","distance_to_session_high relation_to_session_high","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-SHORT-PREVIOUS_DAY_EXTREME-001","Liquidity Sweep / Quick Range Return / Trapped Traders / SHORT / Previous Day High","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","SHORT","PREVIOUS_DAY_EXTREME","Previous Day High","REVERSAL_EDGE","CD-G03-015 CD-G03-016","distance_to_previous_day_high relation_to_previous_day_high","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-SHORT-ROLLING_5M_EXTREME-001","Liquidity Sweep / Quick Range Return / Trapped Traders / SHORT / Rolling 5m High","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","SHORT","ROLLING_5M_EXTREME","Rolling 5m High","REVERSAL_EDGE","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-SHORT-VALUE_AREA_EDGE-001","Liquidity Sweep / Quick Range Return / Trapped Traders / SHORT / Value Area High","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","SHORT","VALUE_AREA_EDGE","Value Area High","REVERSAL_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-QUICK-RETURN-TRAP-SHORT-VISIBLE_BOOK_WALL-001","Liquidity Sweep / Quick Range Return / Trapped Traders / SHORT / Visible Ask Wall","PAT-SWEEP-QUICK-RETURN-TRAP-001","STR-LIQUIDITY-SWEEP","SHORT","VISIBLE_BOOK_WALL","Visible Ask Wall","REVERSAL_EDGE","CD-G06-031 CD-G06-032","ask_wall_concentration_top10 distance_to_nearest_ask_wall","AVAILABLE","BASE_CANONICAL_ONLY","Quick Range Return / Trapped Traders","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S16 S18","UNVALIDATED"
"VAR-SWEEP-FRONTRUN-LIQUIDITY-TARGET-LONG-SESSION_EXTREME-001","Liquidity Sweep / Sell Stops / Front-Run Absorption / Offer Target / LONG / Session Low","PAT-SWEEP-FRONTRUN-LIQUIDITY-TARGET-001","STR-LIQUIDITY-SWEEP","LONG","SESSION_EXTREME","Session Low","REVERSAL_EDGE","CD-G03-013 CD-G03-014","distance_to_session_low relation_to_session_low","AVAILABLE","BASE_CANONICAL_ONLY","Sell Stops / Front-Run Absorption / Offer Target","REACTION","HYBRID","DELTAENGINE_DERIVED_VARIANT","WORLD_DERIVED","S23","UNVALIDATED"
