"route_id","hook_id","hook_name","detector_status","engine_call_scope","hook_asserted_event_classes","hook_refresh_predicate_classes","variant_id","variant_name","base_pattern_id","strategy_family_id","terminal_direction","direction_hint","direction_compatibility","location_code","location_match","first_predicate_id","first_predicate_classes","matched_first_classes","matched_update_classes","matched_invalidation_classes","route_roles","runtime_route_enabled","direct_order_authority","status"
"B17::VAR-FA-RANGE-BREAK-RETURN-SHORT-SESSION_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-RANGE-BREAK-RETURN-SHORT-SESSION_EXTREME-001","Failed Auction / Range Break / No Follow-Through / Return / SHORT / Session High","PAT-FA-RANGE-BREAK-RETURN-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","SESSION_EXTREME","False","OPR-143","BALANCE_CONTEXT","","BREAK_ATTEMPT BREAKOUT_FAILURE TAPE_PARTICIPATION","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"B17::VAR-FA-RANGE-BREAK-RETURN-SHORT-PREVIOUS_DAY_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-RANGE-BREAK-RETURN-SHORT-PREVIOUS_DAY_EXTREME-001","Failed Auction / Range Break / No Follow-Through / Return / SHORT / Previous Day High","PAT-FA-RANGE-BREAK-RETURN-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-143","BALANCE_CONTEXT","","BREAK_ATTEMPT BREAKOUT_FAILURE TAPE_PARTICIPATION","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"B17::VAR-FA-RANGE-BREAK-RETURN-SHORT-ROLLING_5M_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-RANGE-BREAK-RETURN-SHORT-ROLLING_5M_EXTREME-001","Failed Auction / Range Break / No Follow-Through / Return / SHORT / Rolling 5m High","PAT-FA-RANGE-BREAK-RETURN-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-143","BALANCE_CONTEXT","","BREAK_ATTEMPT BREAKOUT_FAILURE TAPE_PARTICIPATION","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"B17::VAR-FA-RANGE-BREAK-RETURN-SHORT-VALUE_AREA_EDGE-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-RANGE-BREAK-RETURN-SHORT-VALUE_AREA_EDGE-001","Failed Auction / Range Break / No Follow-Through / Return / SHORT / Value Area High","PAT-FA-RANGE-BREAK-RETURN-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","VALUE_AREA_EDGE","False","OPR-143","BALANCE_CONTEXT","","BREAK_ATTEMPT BREAKOUT_FAILURE TAPE_PARTICIPATION","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"B17::VAR-FA-RANGE-BREAK-RETURN-SHORT-PROFILE_LVN-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-RANGE-BREAK-RETURN-SHORT-PROFILE_LVN-001","Failed Auction / Range Break / No Follow-Through / Return / SHORT / Profile LVN","PAT-FA-RANGE-BREAK-RETURN-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_LVN","False","OPR-143","BALANCE_CONTEXT","","BREAK_ATTEMPT BREAKOUT_FAILURE TAPE_PARTICIPATION","","ACTIVE_INSTANCE_UPDATE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-LONG-SESSION_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-LONG-SESSION_EXTREME-001","Failed Auction / Extreme Break / Outside HVN / Flickback / LONG / Session Low","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","SESSION_EXTREME","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-LONG-PREVIOUS_DAY_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-LONG-PREVIOUS_DAY_EXTREME-001","Failed Auction / Extreme Break / Outside HVN / Flickback / LONG / Previous Day Low","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-LONG-ROLLING_5M_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-LONG-ROLLING_5M_EXTREME-001","Failed Auction / Extreme Break / Outside HVN / Flickback / LONG / Rolling 5m Low","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-LONG-VALUE_AREA_EDGE-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-LONG-VALUE_AREA_EDGE-001","Failed Auction / Extreme Break / Outside HVN / Flickback / LONG / Value Area Low","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","VALUE_AREA_EDGE","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-LONG-PROFILE_LVN-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-LONG-PROFILE_LVN-001","Failed Auction / Extreme Break / Outside HVN / Flickback / LONG / Profile LVN","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","PROFILE_LVN","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-SESSION_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-SESSION_EXTREME-001","Failed Auction / Extreme Break / Outside HVN / Flickback / SHORT / Session High","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","SESSION_EXTREME","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-PREVIOUS_DAY_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-PREVIOUS_DAY_EXTREME-001","Failed Auction / Extreme Break / Outside HVN / Flickback / SHORT / Previous Day High","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-ROLLING_5M_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-ROLLING_5M_EXTREME-001","Failed Auction / Extreme Break / Outside HVN / Flickback / SHORT / Rolling 5m High","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-VALUE_AREA_EDGE-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-VALUE_AREA_EDGE-001","Failed Auction / Extreme Break / Outside HVN / Flickback / SHORT / Value Area High","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","VALUE_AREA_EDGE","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-PROFILE_LVN-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-EXTREME-HVN-FLICKBACK-SHORT-PROFILE_LVN-001","Failed Auction / Extreme Break / Outside HVN / Flickback / SHORT / Profile LVN","PAT-FA-EXTREME-HVN-FLICKBACK-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_LVN","False","OPR-147","BREAK_ATTEMPT","BREAK_ATTEMPT","BREAK_ATTEMPT PRICE_STALL","","ACTIVE_INSTANCE_UPDATE FIRST_STATE_WAKE","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-SESSION_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-SESSION_EXTREME-001","Failed Auction / Tail / Tight Range / Continuation Failure / LONG / Session Low","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","SESSION_EXTREME","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-PREVIOUS_DAY_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-PREVIOUS_DAY_EXTREME-001","Failed Auction / Tail / Tight Range / Continuation Failure / LONG / Previous Day Low","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-ROLLING_5M_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-ROLLING_5M_EXTREME-001","Failed Auction / Tail / Tight Range / Continuation Failure / LONG / Rolling 5m Low","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-VALUE_AREA_EDGE-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-VALUE_AREA_EDGE-001","Failed Auction / Tail / Tight Range / Continuation Failure / LONG / Value Area Low","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","VALUE_AREA_EDGE","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-PROFILE_LVN-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-LONG-PROFILE_LVN-001","Failed Auction / Tail / Tight Range / Continuation Failure / LONG / Profile LVN","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","LONG","DOWN","HINT_OPPOSES_TERMINAL","PROFILE_LVN","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-SESSION_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-SESSION_EXTREME-001","Failed Auction / Tail / Tight Range / Continuation Failure / SHORT / Session High","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","SESSION_EXTREME","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-PREVIOUS_DAY_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-PREVIOUS_DAY_EXTREME-001","Failed Auction / Tail / Tight Range / Continuation Failure / SHORT / Previous Day High","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","PREVIOUS_DAY_EXTREME","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-ROLLING_5M_EXTREME-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-ROLLING_5M_EXTREME-001","Failed Auction / Tail / Tight Range / Continuation Failure / SHORT / Rolling 5m High","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","ROLLING_5M_EXTREME","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-VALUE_AREA_EDGE-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-VALUE_AREA_EDGE-001","Failed Auction / Tail / Tight Range / Continuation Failure / SHORT / Value Area High","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","VALUE_AREA_EDGE","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
"B17::VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-PROFILE_LVN-001","B17","delta_flip_buy_to_sell","REGISTERED_UNIMPLEMENTED","DECISION_RELEVANT_WAKE","DELTA_FLIP DELTA_STATE","ABSORPTION_STATE BREAK_ATTEMPT BREAKOUT_FAILURE DELTA_FLIP DELTA_STATE FLOW_PRICE_DIVERGENCE PRICE_PROGRESS PRICE_REVERSAL PRICE_STALL STOP_SWEEP TAPE_AGGRESSION TAPE_FADE TAPE_PARTICIPATION TRAPPED_PARTICIPANTS","VAR-FA-TAIL-RANGE-FAILED-CONTINUE-SHORT-PROFILE_LVN-001","Failed Auction / Tail / Tight Range / Continuation Failure / SHORT / Profile LVN","PAT-FA-TAIL-RANGE-FAILED-CONTINUE-001","STR-FAILED-AUCTION","SHORT","DOWN","HINT_MATCHES_TERMINAL","PROFILE_LVN","False","OPR-152","AUCTION_EXCESS","","BREAK_ATTEMPT TAPE_AGGRESSION","BREAK_ATTEMPT","ACTIVE_INSTANCE_UPDATE INVALIDATION_RECHECK","NO","NO","UNVALIDATED"
