"edge_id","strategy_family_id","strategy_family_name","pattern_id","pattern_name","strategy_version","edge_type","from_state_id","from_state_name","to_state_id","to_state_name","transition_guard","result","terminal_intent","invalidation_guard","expiry_class","observability","provenance","source_ids"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E02","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","ADVANCE","S01_OBSERVED","multiple buy imbalances","S02_OBSERVED","initial imbalance zone形成","initial imbalance zone形成","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E03","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","ADVANCE","S02_OBSERVED","initial imbalance zone形成","S03_OBSERVED","pullback","pullback","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E04","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","ADVANCE","S03_OBSERVED","pullback","S04_OBSERVED","zone下抜け失敗","zone下抜け失敗","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E05","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","ADVANCE","S04_OBSERVED","zone下抜け失敗","S05_OBSERVED","buy aggression再開","buy aggression再開","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E90","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","TERMINAL","S05_OBSERVED","buy aggression再開","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","BUY ready","ORDER_READY","BUY ready","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E98","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","zoneをsell flowがbreakしbelow hold","INVALIDATED","","zoneをsell flowがbreakしbelow hold","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-BUY-SUPPORT-RETEST-001::E99","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-BUY-SUPPORT-RETEST-001","Stacked Imbalance Continuation / Buy Stack / Support Retest","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=RETESTの較正済み期限到達","EXPIRED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E01","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","multiple sell imbalances","multiple sell imbalances","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E02","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","ADVANCE","S01_OBSERVED","multiple sell imbalances","S02_OBSERVED","initial imbalance zone形成","initial imbalance zone形成","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E03","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","ADVANCE","S02_OBSERVED","initial imbalance zone形成","S03_OBSERVED","rebound","rebound","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E04","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","ADVANCE","S03_OBSERVED","rebound","S04_OBSERVED","zone上抜け失敗","zone上抜け失敗","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E05","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","ADVANCE","S04_OBSERVED","zone上抜け失敗","S05_OBSERVED","sell aggression再開","sell aggression再開","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E90","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","TERMINAL","S05_OBSERVED","sell aggression再開","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","SELL ready","ORDER_READY","SELL ready","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E98","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","zoneをbuy flowがbreakしabove hold","INVALIDATED","","zoneをbuy flowがbreakしabove hold","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-SELL-RESIST-RETEST-001::E99","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-SELL-RESIST-RETEST-001","Stacked Imbalance Continuation / Sell Stack / Resistance Retest","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=RETESTの較正済み期限到達","EXPIRED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-RANGE-POC-SHIFT-001::E01","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","range継続","range継続","ADVANCED","","","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-RANGE-POC-SHIFT-001::E02","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","ADVANCE","S01_OBSERVED","range継続","S02_OBSERVED","boundary側stacked imbalance","boundary側stacked imbalance","ADVANCED","","","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-RANGE-POC-SHIFT-001::E03","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","ADVANCE","S02_OBSERVED","boundary側stacked imbalance","S03_OBSERVED","delta同方向","delta同方向","ADVANCED","","","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-RANGE-POC-SHIFT-001::E04","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","ADVANCE","S03_OBSERVED","delta同方向","S04_OBSERVED","maximum-volume level同方向shift","maximum-volume level同方向shift","ADVANCED","","","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-RANGE-POC-SHIFT-001::E05","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","ADVANCE","S04_OBSERVED","maximum-volume level同方向shift","S05_OBSERVED","range break","range break","ADVANCED","","","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-RANGE-POC-SHIFT-001::E90","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","TERMINAL","S05_OBSERVED","range break","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","break方向ready","ORDER_READY","break方向ready","","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-RANGE-POC-SHIFT-001::E98","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","opposite imbalance出現かrange中央復帰","INVALIDATED","","opposite imbalance出現かrange中央復帰","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-RANGE-POC-SHIFT-001::E99","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-RANGE-POC-SHIFT-001","Stacked Imbalance Continuation / Range Exit / POC Shift","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=BREAK_ACCEPTの較正済み期限到達","EXPIRED","","","BREAK_ACCEPT","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E01","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","trend imbalance","trend imbalance","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E02","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","ADVANCE","S01_OBSERVED","trend imbalance","S02_OBSERVED","pullback","pullback","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E03","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","ADVANCE","S02_OBSERVED","pullback","S03_OBSERVED","initial stack zoneでprice停止","initial stack zoneでprice停止","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E04","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","ADVANCE","S03_OBSERVED","initial stack zoneでprice停止","S04_OBSERVED","opposite imbalance欠如","opposite imbalance欠如","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E05","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","ADVANCE","S04_OBSERVED","opposite imbalance欠如","S05_OBSERVED","same-side stack再出現","same-side stack再出現","ADVANCED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E90","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","TERMINAL","S05_OBSERVED","same-side stack再出現","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","trend-side ready","ORDER_READY","trend-side ready","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E98","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","opposite stacked imbalanceがzoneを貫通","INVALIDATED","","opposite stacked imbalanceがzoneを貫通","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PULLBACK-HOLD-REACCEL-001::E99","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PULLBACK-HOLD-REACCEL-001","Stacked Imbalance Continuation / Trend Pullback / Zone Hold / Re-acceleration","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=RETESTの較正済み期限到達","EXPIRED","","","RETEST","DIRECT","WORLD_DERIVED","S11 S12"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E01","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","stacked imbalance","stacked imbalance","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E02","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","ADVANCE","S01_OBSERVED","stacked imbalance","S02_OBSERVED","次の観察単位にも同方向imbalance","次の観察単位にも同方向imbalance","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E03","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","ADVANCE","S02_OBSERVED","次の観察単位にも同方向imbalance","S03_OBSERVED","priceが逆行せず進展","priceが逆行せず進展","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E04","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","ADVANCE","S03_OBSERVED","priceが逆行せず進展","S04_OBSERVED","supporting zone切上げ／切下げ","supporting zone切上げ／切下げ","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E05","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","ADVANCE","S04_OBSERVED","supporting zone切上げ／切下げ","S05_OBSERVED","aggression維持","aggression維持","ADVANCED","","","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E90","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","TERMINAL","S05_OBSERVED","aggression維持","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","trend-side ready","ORDER_READY","trend-side ready","","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E98","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","imbalance継続なのにprice進展停止","INVALIDATED","","imbalance継続なのにprice進展停止","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-STACK-PERSISTENCE-PROGRESS-001::E99","STR-STACKED-IMBALANCE-CONTINUATION","Stacked Imbalance Continuation","PAT-STACK-PERSISTENCE-PROGRESS-001","Stacked Imbalance Continuation / Multi-Unit Persistence / Price Progress","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=REACTIONの較正済み期限到達","EXPIRED","","","REACTION","DIRECT","WORLD_DERIVED","S11"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E01","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","same priceで大量execution","same priceで大量execution","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E02","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","ADVANCE","S01_OBSERVED","same priceで大量execution","S02_OBSERVED","visible size以上のrefill推定","visible size以上のrefill推定","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E03","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","ADVANCE","S02_OBSERVED","visible size以上のrefill推定","S03_OBSERVED","price barrier保持","price barrier保持","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E04","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","ADVANCE","S03_OBSERVED","price barrier保持","S04_OBSERVED","refill速度低下／消失","refill速度低下／消失","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E05","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","ADVANCE","S04_OBSERVED","refill速度低下／消失","S05_OBSERVED","barrier突破","barrier突破","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E90","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","TERMINAL","S05_OBSERVED","barrier突破","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","break方向ready","ORDER_READY","break方向ready","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E98","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","icebergが継続しprice反転","INVALIDATED","","icebergが継続しprice反転","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-BARRIER-DEPLETE-BREAK-001::E99","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-BARRIER-DEPLETE-BREAK-001","Iceberg Breakout / Repeated Refill / Barrier Depletion / Break","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=BREAK_ACCEPTの較正済み期限到達","EXPIRED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E01","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","repeated iceberg-like buy fills","repeated iceberg-like buy fills","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E02","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","ADVANCE","S01_OBSERVED","repeated iceberg-like buy fills","S02_OBSERVED","price floor保持","price floor保持","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E03","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","ADVANCE","S02_OBSERVED","price floor保持","S03_OBSERVED","sell pressure減衰","sell pressure減衰","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E04","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","ADVANCE","S03_OBSERVED","sell pressure減衰","S04_OBSERVED","aggressive buying出現","aggressive buying出現","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E05","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","ADVANCE","S04_OBSERVED","aggressive buying出現","S05_OBSERVED","upper structure break","upper structure break","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E90","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","TERMINAL","S05_OBSERVED","upper structure break","S90_ORDER_READY","Pattern観察完了。risk／execution gateへOrder Intentを渡せる","BUY ready","ORDER_READY","BUY ready","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E98","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","INVALIDATE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S98_INVALIDATED","反証によりObservation Instance終了","floor breakかつsell acceptance","INVALIDATED","","floor breakかつsell acceptance","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001::E99","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-ACCUM-BUYBREAK-001","Iceberg Breakout / Hidden Accumulation / Buyer Initiative","0.1.0","EXPIRE","ANY_ACTIVE_STATE","S00からterminal前までの任意active state","S99_EXPIRED","観察期限到達によりObservation Instance終了","expiry_class=BREAK_ACCEPTの較正済み期限到達","EXPIRED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E01","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001","Iceberg Breakout / Hidden Distribution / Seller Initiative","0.1.0","ADVANCE","S00_ARMED_BY_HOOK","Hookがnamed PatternのObservation Instanceを開始","S01_OBSERVED","repeated iceberg-like sell fills","repeated iceberg-like sell fills","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E02","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001","Iceberg Breakout / Hidden Distribution / Seller Initiative","0.1.0","ADVANCE","S01_OBSERVED","repeated iceberg-like sell fills","S02_OBSERVED","price ceiling保持","price ceiling保持","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
"PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001::E03","STR-ICEBERG-BREAKOUT","Iceberg Breakout","PAT-ICE-HIDDEN-DISTRIB-SELLBREAK-001","Iceberg Breakout / Hidden Distribution / Seller Initiative","0.1.0","ADVANCE","S02_OBSERVED","price ceiling保持","S03_OBSERVED","buy pressure減衰","buy pressure減衰","ADVANCED","","","BREAK_ACCEPT","INFERRED","WORLD_DERIVED","S17 S20"
